id_sensibilidade,database,string_id,titulo,doi,ano,n_registros_agrupados_sensibilidade,ids_sensibilidade_agrupados,classe,match_corpus_id,motivo_match,resumo,palavras_chave,autores,fonte_periodico,tipo_documento,url,citacoes,idioma,resumo_presente,termo_encontrado,campo_encontrado,evidencia_curta,classe_ia_ml,tecnica_ia_ml,tipo_aplicacao,relacao_manutencao_predial,relacao_sustentabilidade,relacao_apoio_decisao,contexto_publico_universitario,decisao_triagem,justificativa,nivel_confianca
SENS_CROSSREF_00906,Crossref,crossref_ia_05,Building Energy Consumption Control Based on Multi-Agent Reinforcement Learning,10.1109/rusautocon65989.2025.11177307,2025,1,SENS_CROSSREF_00906,NOVO_POR_DOI,,,,,Oleg Yu. Maryasin; Artem Plohotnyuk,2025 International Russian Automation Conference (RusAutoCon),Trabalho em evento,https://doi.org/10.1109/rusautocon65989.2025.11177307,1,,nao,reinforcement learning,titulo,building energy consumption control based on multi-agent reinforcement learning  ,IA_ML_APLICACAO_CONFIRMADA,reinforcement_learning,outro,nao,nao,nao,nao_identificado,excluido,Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: reinforcement_learning. Termos ambíguos: nenhum. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.,alto
SENS_CROSSREF_00907,Crossref,crossref_ia_05,Reinforcement-Learning-Based Virtual Energy Storage System Operation Strategy for Wind Power Forecast Uncertainty Management,10.3390/app10186420,2020,1,SENS_CROSSREF_00907,NOVO_POR_DOI,,,"Uncertainties related to wind power generation (WPG) restrict its usage. Energy storage systems (ESSs) are key elements employed in managing this uncertainty. This study proposes a reinforcement learning (RL)-based virtual ESS (VESS) operation strategy for WPG forecast uncertainty management. The VESS logically shares a physical ESS to multiple units, while VESS operation reduces the cost barrier of the ESS. In this study, the VESS operation model is suggested considering not only its own operation but also the operation of other units, and the VESS operation problem is formulated as a decision-making problem. To solve this problem, a policy-learning strategy is proposed based on an expected state-action-reward-state-action (SARSA) approach that is robust to variations in uncertainty. Moreover, multi-dimensional clustering is performed according to the WPG forecast data of multiple units to enhance performance. Simulation results using real datasets recorded by the National Renewable Energy Laboratory project of U.S. demonstrate that the proposed strategy provides a near-optimal performance with a less than 2%-point gap with the optimal solution. In addition, the performance of the VESS operation is enhanced by multi-user diversity gain in comparison with individual ESS operation.",,Eunsung Oh,Applied Sciences,Artigo de periodico,https://doi.org/10.3390/app10186420,16,en,sim,reinforcement learning; simulation,resumo,torage systems (esss) are key elements employed in managing this uncertainty. this study proposes a reinforcement learning (rl)-based virtual ess (vess) operation strategy for wpg forecast uncertainty,IA_ML_APLICACAO_CONFIRMADA,reinforcement_learning,predicao,indireta,nao,sim,nao_identificado,excluido,Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: reinforcement_learning. Termos ambíguos: simulation. | Triagem (Bloco A/B + IA/ML): Critério original 'irrelevante' (nenhum bloco A/B/tecnológico/conceitual encontrado).,alto
SENS_CROSSREF_00908,Crossref,crossref_ia_05,Practical deployment of reinforcement learning for building controls using an imitation learning approach,10.1016/j.enbuild.2025.115511,2025,1,SENS_CROSSREF_00908,NOVO_POR_DOI,,,,,Alberto Silvestri; Davide Coraci; Silvio Brandi; Alfonso Capozzoli; Arno Schlueter,Energy and Buildings,Artigo de periodico,https://doi.org/10.1016/j.enbuild.2025.115511,24,en,nao,reinforcement learning,titulo,practical deployment of reinforcement learning for building controls using an imitation learning approach  ,IA_ML_APLICACAO_CONFIRMADA,reinforcement_learning,outro,nao,nao,nao,nao_identificado,excluido,Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: reinforcement_learning. Termos ambíguos: nenhum. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.,alto
SENS_CROSSREF_00909,Crossref,crossref_ia_05,Control of Shared Energy Storage Assets Within Building Clusters Using Reinforcement Learning,10.1115/detc2018-86094,2018,1,SENS_CROSSREF_00909,NOVO_POR_DOI,,,"This work leverages the current state of the art in reinforcement learning for continuous control, the Deep Deterministic Policy Gradient (DDPG) algorithm, towards the optimal 24-hour dispatch of shared energy assets within building clusters. The modeled DDPG agent interacts with a battery environment, designed to emulate a shared battery system. The aim here is to not only learn an efficient charged/discharged policy, but to also address the continuous domain question of how much energy should be charged or discharged. Experimentally, we examine the impact of the learned dispatch strategy towards minimizing demand peaks within the building cluster. Our results show that across the variety of building cluster combinations studied, the algorithm is able to learn and exploit energy arbitrage, tailoring it into battery dispatch strategies for peak demand shifting.",,Philip Odonkor; Kemper Lewis,Volume 2A: 44th Design Automation Conference,Trabalho em evento,https://doi.org/10.1115/detc2018-86094,7,,sim,algorithm; reinforcement learning,resumo; titulo,control of shared energy storage assets within building clusters using reinforcement learning this work leverages the current state of the art in reinforcement learning fo,IA_ML_APLICACAO_CONFIRMADA,reinforcement_learning,outro,nao,nao,nao,nao_identificado,excluido,Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: reinforcement_learning. Termos ambíguos: algorithm_generic. | Triagem (Bloco A/B + IA/ML): Critério original 'irrelevante' (nenhum bloco A/B/tecnológico/conceitual encontrado).,alto
SENS_CROSSREF_00910,Crossref,crossref_ia_05,Continual adaptation in deep reinforcement learning-based control applied to non-stationary building environments,10.1145/3427773.3427867,2020,1,SENS_CROSSREF_00910,NOVO_POR_DOI,,,,,Avisek Naug; Marcos Quiñones-Grueiro; Gautam Biswas,Proceedings of the 1st International Workshop on Reinforcement Learning for Energy Management in Buildings &amp; Cities,Trabalho em evento,https://doi.org/10.1145/3427773.3427867,4,,nao,reinforcement learning,titulo,continual adaptation in deep reinforcement learning-based control applied to non-stationary building environments  ,IA_ML_APLICACAO_CONFIRMADA,reinforcement_learning,outro,nao,nao,nao,nao_identificado,excluido,Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: reinforcement_learning. Termos ambíguos: nenhum. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.,alto
SENS_CROSSREF_00911,Crossref,crossref_ia_05,Flood Prediction for Tropical Climates Using Lstm and Transformer Machine Learning Models,10.2139/ssrn.4736261,2024,1,SENS_CROSSREF_00911,NOVO_POR_DOI,,,,,Tharindu Madhushanka; Thishan Jayasinghe; Ruwan Rajapakse,,[nao_mapeado] posted-content,https://doi.org/10.2139/ssrn.4736261,0,,nao,lstm; machine learning,titulo,flood prediction for tropical climates using lstm and transformer machine learning models  ,IA_ML_APLICACAO_CONFIRMADA,lstm,predicao,nao,nao,nao,nao_identificado,excluido,"Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: lstm, machine_learning. Termos ambíguos: nenhum. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.",alto
SENS_CROSSREF_00912,Crossref,crossref_ia_05,A Review of the Reinforcement Learning for Wind Farm Operation and Control,10.1109/ei264398.2024.10990667,2024,1,SENS_CROSSREF_00912,NOVO_POR_DOI,,,,,Huiyu Dong; Peipei Yu; Chao Huang,2024 IEEE 8th Conference on Energy Internet and Energy System Integration (EI2),Trabalho em evento,https://doi.org/10.1109/ei264398.2024.10990667,0,,nao,reinforcement learning,titulo,a review of the reinforcement learning for wind farm operation and control  ,IA_ML_MENCAO_GENERICA,reinforcement_learning,nao_aplicavel,indireta,nao,nao,nao_identificado,excluido,Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: reinforcement_learning. Termos ambíguos: nenhum. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.,alto
SENS_CROSSREF_00913,Crossref,crossref_ia_05,Simulation based validation of a reinforcement learning–based operation strategy for sector-coupled district heating system,10.1016/j.energy.2026.141851,2026,1,SENS_CROSSREF_00913,NOVO_POR_DOI,,,,,Nermina Abdurahmanovic; Florian Schmoll; Anna Cadenbach; Manfred Menze; Tarek Anwarzai,Energy,Artigo de periodico,https://doi.org/10.1016/j.energy.2026.141851,0,en,nao,reinforcement learning; simulation,titulo,simulation based validation of a reinforcement learning–based operation strategy for sector-coupled district heating system  ,IA_ML_APLICACAO_CONFIRMADA,reinforcement_learning,outro,indireta,nao,nao,nao_identificado,excluido,Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: reinforcement_learning. Termos ambíguos: simulation. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.,alto
SENS_CROSSREF_00914,Crossref,crossref_ia_05,A reinforcement learning framework for optimal operation and maintenance of power grids,10.1016/j.apenergy.2019.03.027,2019,1,SENS_CROSSREF_00914,NOVO_POR_DOI,,,,,R. Rocchetta; L. Bellani; M. Compare; E. Zio; E. Patelli,Applied Energy,Artigo de periodico,https://doi.org/10.1016/j.apenergy.2019.03.027,192,en,nao,reinforcement learning,titulo,a reinforcement learning framework for optimal operation and maintenance of power grids  ,IA_ML_APLICACAO_CONFIRMADA,reinforcement_learning,outro,sim,nao,nao,nao_identificado,excluido,Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: reinforcement_learning. Termos ambíguos: nenhum. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.,alto
SENS_CROSSREF_00915,Crossref,crossref_ia_05,Hybrid data-driven method for low-carbon economic energy management strategy in electricity-gas coupled energy systems based on transformer network and deep reinforcement learning,10.1016/j.energy.2023.127183,2023,1,SENS_CROSSREF_00915,NOVO_POR_DOI,,,,,Bin Zhang; Weihao Hu; Xiao Xu; Zhenyuan Zhang; Zhe Chen,Energy,Artigo de periodico,https://doi.org/10.1016/j.energy.2023.127183,37,en,nao,data-driven; reinforcement learning; transformer,titulo,management strategy in electricity-gas coupled energy systems based on transformer network and deep reinforcement learning  ,IA_ML_APLICACAO_CONFIRMADA,reinforcement_learning,outro,nao,sim,nao,nao_identificado,excluido,"Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: reinforcement_learning, transformer. Termos ambíguos: data_driven. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.",alto
SENS_CROSSREF_00917,Crossref,crossref_ia_05,Reinforcement-Learning-Based Energy Storage System Operation Strategies to Manage Wind Power Forecast Uncertainty,10.1109/access.2020.2968841,2020,1,SENS_CROSSREF_00917,NOVO_POR_DOI,,,,,Eunsung Oh; Hanho Wang,IEEE Access,Artigo de periodico,https://doi.org/10.1109/access.2020.2968841,51,,nao,(nenhum),titulo,Reinforcement-Learning-Based Energy Storage System Operation Strategies to Manage Wind Power Forecast Uncertainty,INFORMACAO_INSUFICIENTE,nao_aplicavel,nao_aplicavel,indireta,nao,nao,nao_identificado,excluido,Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: nenhum. Termos ambíguos: nenhum. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.,baixo
SENS_CROSSREF_00918,Crossref,crossref_ia_05,A novel safe multi-agent deep reinforcement learning-based method for smart building energy management,10.1016/j.enbuild.2025.116256,2025,1,SENS_CROSSREF_00918,NOVO_POR_DOI,,,,,Jingchuan Deng; Xinsheng Wang; Fangang Meng,Energy and Buildings,Artigo de periodico,https://doi.org/10.1016/j.enbuild.2025.116256,6,en,nao,reinforcement learning; smart building,titulo,a novel safe multi-agent deep reinforcement learning-based method for smart building energy management  ,IA_ML_APLICACAO_CONFIRMADA,reinforcement_learning,outro,nao,nao,nao,nao_identificado,excluido,Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: reinforcement_learning. Termos ambíguos: smart_building. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.,alto
SENS_CROSSREF_00919,Crossref,crossref_ia_05,Reinforcement Learning-Based HVAC System Operation Under Limited Data Acquisition,10.1109/icrera62673.2024.10815311,2024,1,SENS_CROSSREF_00919,NOVO_POR_DOI,,,,,Ye–Eun Jang; Wan–Ki Park,2024 13th International Conference on Renewable Energy Research and Applications (ICRERA),Trabalho em evento,https://doi.org/10.1109/icrera62673.2024.10815311,1,,nao,reinforcement learning,titulo,reinforcement learning-based hvac system operation under limited data acquisition  ,IA_ML_APLICACAO_CONFIRMADA,reinforcement_learning,outro,indireta,nao,nao,nao_identificado,excluido,Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: reinforcement_learning. Termos ambíguos: nenhum. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.,alto
SENS_CROSSREF_00920,Crossref,crossref_ia_05,LearnAMR: Learning-based adaptive model predictive control enhanced by reinforcement learning for optimizing energy flexibility in building energy systems incorporating demand-side management,10.1016/j.apenergy.2025.126707,2025,1,SENS_CROSSREF_00920,NOVO_POR_DOI,,,,,Jiejie Liu; Binghui Wu; Xianyang Meng; Jiangtao Wu; Zhenjun Ma,Applied Energy,Artigo de periodico,https://doi.org/10.1016/j.apenergy.2025.126707,9,en,nao,reinforcement learning,titulo,learnamr: learning-based adaptive model predictive control enhanced by reinforcement learning for optimizing energy flexibility in building energy systems incorporating de,IA_ML_APLICACAO_CONFIRMADA,reinforcement_learning,predicao,nao,nao,nao,nao_identificado,excluido,Classificação automática por correspondência de termos do dicionário RQ6 (docs/CODEBOOK_SENSIBILIDADE_IA_ML.md) aplicada a título/resumo/palavras-chave. Termos de nível confirma: reinforcement_learning. Termos ambíguos: nenhum. Resumo ausente na fonte -- classificação baseada apenas em título/palavras-chave/periódico. | Triagem (Bloco A/B + IA/ML): Sem resumo na fonte; sinal de título insuficiente (sem_sinal) para justificar inclusão.,alto
