doi,title,abstract,author,published,container_title,type,subject,is_referenced_by_count,url,publisher,language,database,string_id,query_bibliographic
10.1007/979-8-8688-0550-9_1,The Evolution of Natural Language Processing,,Charles Landau,2024,Mastering Natural Language Processing Part 1,book-chapter,,0,https://doi.org/10.1007/979-8-8688-0550-9_1,Apress,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1093/oxfordhb/9780199842193.013.13,Natural Language Processing,,Sergei Nirenburg; Marjorie J. McShane,2016-8-3,Oxford Handbooks Online,edited-book,,1,https://doi.org/10.1093/oxfordhb/9780199842193.013.13,Oxford University Press,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.5715/jnlp.27.951,Language Processing for Finance and Economics,,Hiroki Sakaji; Kiyoshi Izumi; Hiroyuki Sakai,2020-12-15,Journal of Natural Language Processing,journal-article,,0,https://doi.org/10.5715/jnlp.27.951,Association for Natural Language Processing,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1201/9781420085938-14,Natural Language Generation David D. McDonald,,,2010-2-22,Handbook of Natural Language Processing,book-chapter,,0,https://doi.org/10.1201/9781420085938-14,Chapman and Hall/CRC,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1007/978-981-97-9739-4_1,Overview of Natural Language Processing and Applications,,Huaping Zhang; Jianyun Shang,2025,Natural Language Processing and Applications,book-chapter,,0,https://doi.org/10.1007/978-981-97-9739-4_1,Springer Nature Singapore,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.2172/1997505,AD – Elog Data Search Using Natural Language Processing Techniques,,Amiin Muse,2023-8-3,AD – Elog Data Search Using Natural Language Processing Techniques,proceedings-article,,0,https://doi.org/10.2172/1997505,US DOE,,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1017/9781009026222.017,Neural Architectures for Natural Language Processing Applications,,,2024-1-31,Deep Learning for Natural Language Processing,book-chapter,,0,https://doi.org/10.1017/9781009026222.017,Cambridge University Press,,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1061/9780784485224.009,Enhancing Maintenance Management Effectiveness of Healthcare Facilities through Natural Language Processing,,Yan Liu; Yongkui Li; Jiansong Zhang; Yi Jiang; Lingyan Cao,2024-1-25,Computing in Civil Engineering 2023,proceedings-article,,0,https://doi.org/10.1061/9780784485224.009,American Society of Civil Engineers,,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1007/978-1-4842-7777-5_9,Natural Language Processing,,Pramod Singh,2022,Machine Learning with PySpark,book-chapter,,1,https://doi.org/10.1007/978-1-4842-7777-5_9,Apress,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1007/978-3-642-22743-1_2,Latent Variable Grammars for Natural Language Parsing,,Slav Petrov,2011,Theory and Applications of Natural Language Processing; Coarse-to-Fine Natural Language Processing,book-chapter,,2,https://doi.org/10.1007/978-3-642-22743-1_2,Springer Berlin Heidelberg,,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.4324/9781315785455-9,Natural Language Generation,,,2018-10-24,Theoretical Issues in Natural Language Processing,book-chapter,,0,https://doi.org/10.4324/9781315785455-9,Psychology Press,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1017/nlp.2024.23,Resource building and classification of Mizo folk songs,"<jats:title>Abstract</jats:title><jats:p>Folk culture represents the social, ethnic, and traditional livelihood of people belonging to a certain tribe or community and is important in keeping their culture and tradition alive. The Mizo people are a Tibeto-Burmese ethnic group, native to the Indian state of Mizoram and neighboring regions of Northeast India. Mizo folk culture is an amalgamation of festivity, celebration, liveliness, kinship, brotherhood, and merriment, and above all, preserves the ethnicity of this tribal community that is fundamentally entrenched. Unfortunately, the Mizos are fast giving up their old customs and adopting the new mode of life that is greatly influenced by the western culture. This makes it all the more crucial to preserve the intangible cultural heritage of this ethnic tribe whose folk cultures are vanishing day by day. To the best of our knowledge, this work is the first attempt at preservation and classification of Mizo folk songs. The first part of this paper presents a literature survey on preservation, analysis, and classification of folk songs. The second part presents the methodology for preliminary classification of Mizo folk songs. Three categories of Mizo folk songs—Hunting chants (<jats:italic>Hlado</jats:italic>), Children’s songs (<jats:italic>Pawnto hla</jats:italic>), and Elderly songs (<jats:italic>Pi pu zai</jats:italic>)—are used in this study. A total of 29 acoustic features are used. A long short-term memory network using custom attention layer has been proposed for classification, whose results are compared with four supervised models (Support Vector Machines, K-Nearest Neighbor, Naive Baye’s, and Ensemble). Experimental results from the proposed model are promising, with an implication of scope for future research in acoustic analysis and classification of Mizo folk songs using recent unsupervised methods.</jats:p>",Esther Ramdinmawii; Sanghamitra Nath,2025-3,Natural Language Processing,journal-article,,2,https://doi.org/10.1017/nlp.2024.23,Cambridge University Press (CUP),en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1007/978-1-4842-4131-8_9,Natural Language Processing,,Pramod Singh,2019,Machine Learning with PySpark,book-chapter,,21,https://doi.org/10.1007/978-1-4842-4131-8_9,Apress,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1515/applirev-2020-2004,Building natural language processing tools for Runyakitara,"<jats:title>Abstract</jats:title>
               <jats:p>This paper describes an endeavour to build natural language processing (NLP) tools for Runyakitara, a group of four closely related Bantu languages spoken in western Uganda. In contrast with major world languages such as English, for which corpora are comparatively abundant and NLP tools are well developed, computational linguistic resources for Runyakitara are in short supply. First therefore, we need to collect corpora for these languages, before we can proceed to the design of a spell-checker, grammar-checker and applications for computer-assisted language learning (CALL). We explain how we are collecting primary data for a new Runya Corpus of speech and writing, we outline the design of a morphological analyser, and discuss how we can use these new resources to build NLP tools. We are initially working with Runyankore–Rukiga, a closely-related pair of Runyakitara languages, and we frame our project in the context of NLP for low-resource languages, as well as CALL for the preservation of endangered languages. We put our project forward as a test case for the revitalization of endangered languages through education and technology.</jats:p>",Fridah Katushemererwe; Andrew Caines; Paula Buttery,2021-11-25,Applied Linguistics Review,journal-article,,1,https://doi.org/10.1515/applirev-2020-2004,Walter de Gruyter GmbH,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.5715/jnlp.21.617,Special Issue: “Collection of Best Annual Papers” Organized for the 20th Anniversary of the Association for Natural Language Processing,,Makoto Nagao,2014,Journal of Natural Language Processing,journal-article,,2,https://doi.org/10.5715/jnlp.21.617,Association for Natural Language Processing,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1007/978-3-642-45358-8_5,Language Modeling,,Ilana Heintz,2014,Theory and Applications of Natural Language Processing; Natural Language Processing of Semitic Languages,book-chapter,,2,https://doi.org/10.1007/978-3-642-45358-8_5,Springer Berlin Heidelberg,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.18653/v1/w16-2925,Building a dictionary of lexical variants for phenotype descriptors,,Simon Kocbek; Tudor Groza,2016,Proceedings of the 15th Workshop on Biomedical Natural Language Processing,proceedings-article,,1,https://doi.org/10.18653/v1/w16-2925,Association for Computational Linguistics,,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1016/j.nlp.2025.100143,Precise length control for large language models,,Bradley Butcher; Michael O’Keefe; James Titchener,2025-6,Natural Language Processing Journal,journal-article,,5,https://doi.org/10.1016/j.nlp.2025.100143,Elsevier BV,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1007/978-3-319-90165-7_2,Morphological Processing for Turkish,,Kemal Oflazer,2018,Theory and Applications of Natural Language Processing; Turkish Natural Language Processing,book-chapter,,4,https://doi.org/10.1007/978-3-319-90165-7_2,Springer International Publishing,,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1002/9781394297290.ch6,Fundamental Language Processing Techniques,,,2025-2-5,Language Intelligence,other,,0,https://doi.org/10.1002/9781394297290.ch6,Wiley,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.5715/jnlp.27.653,Do Neural Models Learn Systematicity of Monotonicity Inference in Natural Language?,,Hitomi Yanaka,2020-9-15,Journal of Natural Language Processing,journal-article,,0,https://doi.org/10.5715/jnlp.27.653,Association for Natural Language Processing,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1007/978-3-031-31384-4_1,Introduction,,Serge Sharoff; Reinhard Rapp; Pierre Zweigenbaum,2023,Synthesis Lectures on Human Language Technologies; Building and Using Comparable Corpora for Multilingual Natural Language Processing,book-chapter,,0,https://doi.org/10.1007/978-3-031-31384-4_1,Springer International Publishing,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1016/j.nlp.2023.100023,Towards Improvement of Grounded Cross-lingual Natural Language Inference with VisioTextual Attention,,Arkadipta De; Maunendra Sankar Desarkar; Asif Ekbal,2023-9,Natural Language Processing Journal,journal-article,,3,https://doi.org/10.1016/j.nlp.2023.100023,Elsevier BV,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.5715/jnlp.18.69,,,,2011,Journal of Natural Language Processing,journal-article,,0,https://doi.org/10.5715/jnlp.18.69,Association for Natural Language Processing,,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.5715/jnlp.20.73,,,,2013,Journal of Natural Language Processing,journal-article,,0,https://doi.org/10.5715/jnlp.20.73,Association for Natural Language Processing,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1007/978-1-4842-4354-1_1,Natural Language Processing Basics,,Dipanjan Sarkar,2019,Text Analytics with Python,book-chapter,,3,https://doi.org/10.1007/978-1-4842-4354-1_1,Apress,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1201/9781003244332-1,Federated learning for natural language processing,,Sergei Ternovykh; Anastasia Nikiforova,2023-10-10,Natural Language Processing and Information Retrieval,book-chapter,,0,https://doi.org/10.1201/9781003244332-1,CRC Press,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1007/978-981-16-5172-4_1,Past and Present of Natural Language Processing,,Zhiwei Feng,2023,Formal Analysis for Natural Language Processing: A Handbook,book-chapter,,5,https://doi.org/10.1007/978-981-16-5172-4_1,Springer Nature Singapore,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.5715/jnlp.17.3_1,Preface to the Special Issue on “Empirical Methods for Asian Language Processing”,,Akira Shimazu; Manabu Okumura,2010,Journal of Natural Language Processing,journal-article,,0,https://doi.org/10.5715/jnlp.17.3_1,Association for Natural Language Processing,,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1016/j.nlp.2026.100220,"Corrigendum to “Contrastive learning for hierarchical topic modeling” [Natural Language Processing Journal, Volume 6 (2024), 100058]",,Pengbo Mao; Hegang Chen; Yanghui Rao; Haoran Xie; Fu Lee Wang,2026-9,Natural Language Processing Journal,journal-article,,0,https://doi.org/10.1016/j.nlp.2026.100220,Elsevier BV,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.5715/jnlp.17.1_1,,,,2010,Journal of Natural Language Processing,journal-article,,0,https://doi.org/10.5715/jnlp.17.1_1,Association for Natural Language Processing,,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1016/j.nlp.2025.100194,Bridging gaps in natural language processing for Yorùbá: A systematic review of a decade of progress and prospects,,Toheeb Aduramomi Jimoh; Tabea De Wille; Nikola S. Nikolov,2025-12,Natural Language Processing Journal,journal-article,,3,https://doi.org/10.1016/j.nlp.2025.100194,Elsevier BV,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.5715/jnlp.24.185,,,,2017,Journal of Natural Language Processing,journal-article,,0,https://doi.org/10.5715/jnlp.24.185,Association for Natural Language Processing,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1515/9781547401567-005,Chapter 4. Natural Language Processing,,,2019-12-16,Big Data Analytics Methods,book-chapter,,1,https://doi.org/10.1515/9781547401567-005,De Gruyter,,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.5715/jnlp.23.533,Erratum,,,2016,Journal of Natural Language Processing,journal-article,,0,https://doi.org/10.5715/jnlp.23.533,Association for Natural Language Processing,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.5220/0004085100150023,Natural Language Processing based Shape Grammar,,,2012,Proceedings of the 9th International Workshop on Natural Language Processing and Cognitive Science,proceedings-article,,0,https://doi.org/10.5220/0004085100150023,SciTePress - Science and and Technology Publications,,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1016/j.nlp.2024.100098,HarmonyNet: Navigating hate speech detection,,Shaina Raza; Veronica Chatrath,2024-9,Natural Language Processing Journal,journal-article,,8,https://doi.org/10.1016/j.nlp.2024.100098,Elsevier BV,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.26615/978-954-452-092-2_xxx,Proceedings of the Conference Recent Advances in Natural Language Processing - Large Language Models for Natural Language Processings,,,2023,,proceedings,,0,https://doi.org/10.26615/978-954-452-092-2_xxx,"INCOMA Ltd., Shoumen, BULGARIA",,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1007/978-3-031-02155-8_7,Ongoing and Future Work,,Hang Li,2015,Synthesis Lectures on Human Language Technologies; Learning to Rank for Information Retrieval and Natural Language Processing,book-chapter,,0,https://doi.org/10.1007/978-3-031-02155-8_7,Springer International Publishing,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.18653/v1/2022.emnlp-tutorials.2,Arabic Natural Language Processing,,Nizar Habash,2022,Proceedings of the 2022 Conference on Empirical Methods in Natural Language Processing: Tutorial Abstracts,proceedings-article,,10,https://doi.org/10.18653/v1/2022.emnlp-tutorials.2,Association for Computational Linguistics,,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1007/978-3-319-90165-7,Turkish Natural Language Processing,,,2018,Theory and Applications of Natural Language Processing,book,,21,https://doi.org/10.1007/978-3-319-90165-7,Springer International Publishing,,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1016/j.nlp.2026.100205,"Corrigendum to “Generating dynamic lip-syncing using target audio in a multimedia environment” [Natural Language Processing Journal, Volume 8, 2024]",,Diksha Pawar; Prashant Borde; Pravin Yannawar,2026-6,Natural Language Processing Journal,journal-article,,0,https://doi.org/10.1016/j.nlp.2026.100205,Elsevier BV,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1007/978-981-97-9739-4_3,Advances in Deep Learning for Natural Language Processing,,Huaping Zhang; Jianyun Shang,2025,Natural Language Processing and Applications,book-chapter,,0,https://doi.org/10.1007/978-981-97-9739-4_3,Springer Nature Singapore,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.5715/jnlp.19.119,,,,2012,Journal of Natural Language Processing,journal-article,,0,https://doi.org/10.5715/jnlp.19.119,Association for Natural Language Processing,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1007/978-3-642-45358-8,Natural Language Processing of Semitic Languages,,,2014,Theory and Applications of Natural Language Processing,book,,44,https://doi.org/10.1007/978-3-642-45358-8,Springer Berlin Heidelberg,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1007/978-3-319-90165-7_4,Language Modeling for Turkish Text and Speech Processing,,Ebru Arısoy; Murat Saraçlar,2018,Theory and Applications of Natural Language Processing; Turkish Natural Language Processing,book-chapter,,1,https://doi.org/10.1007/978-3-319-90165-7_4,Springer International Publishing,,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1007/978-3-642-22743-1,Coarse-to-Fine Natural Language Processing,,Slav Petrov,2012,Theory and Applications of Natural Language Processing,book,,2,https://doi.org/10.1007/978-3-642-22743-1,Springer Berlin Heidelberg,,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1016/j.nlp.2023.100014,Rare words in text summarization,,Danila Morozovskii; Sheela Ramanna,2023-6,Natural Language Processing Journal,journal-article,,5,https://doi.org/10.1016/j.nlp.2023.100014,Elsevier BV,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.18653/v1/2025.emnlp-main.1803,Which Word Orders Facilitate Length Generalization in LMs? An Investigation with GCG-Based Artificial Languages,,Nadine El-Naggar; Tatsuki Kuribayashi; Ted Briscoe,2025,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing,proceedings-article,,0,https://doi.org/10.18653/v1/2025.emnlp-main.1803,Association for Computational Linguistics,,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.5715/jnlp.21.1,,,,2014,Journal of Natural Language Processing,journal-article,,0,https://doi.org/10.5715/jnlp.21.1,Association for Natural Language Processing,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.5121/csit.2021.1123,Natural Language Processing,,,2021-12-23,,proceedings,,0,https://doi.org/10.5121/csit.2021.1123,Academy and Industry Research Collaboration Center (AIRCC),,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1016/j.nlp.2025.100172,Whose morality do they speak? Unraveling cultural bias in multilingual language models,,Meltem Aksoy,2025-9,Natural Language Processing Journal,journal-article,,8,https://doi.org/10.1016/j.nlp.2025.100172,Elsevier BV,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1109/icassp.2010.5494951,A general framework for building natural language understanding modules in voice search,,Junlan Feng,2010-3,"2010 IEEE International Conference on Acoustics, Speech and Signal Processing",proceedings-article,,4,https://doi.org/10.1109/icassp.2010.5494951,IEEE,,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1201/9781003389057-2,The Trajectory of Natural Language Processing,,Rachel Wagner-Kaiser; Tim Cerino,2025-9-16,Teaching Computers to Read,book-chapter,,0,https://doi.org/10.1201/9781003389057-2,Chapman and Hall/CRC,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1145/3724154.3724203,Application of Natural Language Processing Technology in Sustainable Procurement Analysis of Purchase Orders,,Chunfeng Li; Hongjie Tao; Jie Geng,2024-12-13,Proceedings of the 2024 5th International Conference on Big Data Economy and Information Management,proceedings-article,,0,https://doi.org/10.1145/3724154.3724203,ACM,,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1007/978-3-319-90165-7_1,Turkish and Its Challenges for Language and Speech Processing,,Kemal Oflazer; Murat Saraçlar,2018,Theory and Applications of Natural Language Processing; Turkish Natural Language Processing,book-chapter,,10,https://doi.org/10.1007/978-3-319-90165-7_1,Springer International Publishing,,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1016/j.buildenv.2024.111569,"Operational, embodied and whole life cycle assessment credits in green building certification systems: Desktop analysis and natural language processing approach",,Oludolapo Ibrahim Olanrewaju; Wallace Imoudu Enegbuma; Michael Donn,2024-6,Building and Environment,journal-article,,23,https://doi.org/10.1016/j.buildenv.2024.111569,Elsevier BV,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.18653/v1/d13-1098,Building Event Threads out of Multiple News Articles,,Xavier Tannier; Véronique Moriceau,2013,Proceedings of the 2013 Conference on Empirical Methods in Natural Language Processing,proceedings-article,,2,https://doi.org/10.18653/v1/d13-1098,Association for Computational Linguistics,,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.26615/978-954-452-098-4-161,From Courtroom to Corpora: Building a Name Entity Corpus for Urdu Legal Texts,,; Adeel Zafar; Sohail Ashraf; ; Slawomir Nowaczyk; ,2025,International Conference Recent Advances in Natural Language Processing; Natural Language Processing in the Generative AI Era,proceedings-article,,0,https://doi.org/10.26615/978-954-452-098-4-161,"Incoma Ltd. Shoumen, BULGARIA",,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.24297/ijct.v13i8.7072,Semi-Automated Ontology building through Natural Language Processing,"<jats:p>Ontology is a backbone of semantic web which is used for domain knowledge representation. Ontology provides the platform for effective extraction of information. Usually, ontology is developed manually, but the manual ontology construction requires lots of efforts by domain experts. It is also time consuming and costly. Thus, an approach to build ontology in semi-automated manner has been proposed. The proposed approach extracts concept automatically from open directory Dmoz. The Stanford Parser is explored to parse natural language syntax and extract the parts of speech which are used to form the relationship among the concepts. The experimental result shows a fair degree of accuracy which may be improved in future with more sophisticated approach.</jats:p>",Jaytrilok Choudhary; Deepak Singh Tomar,2014-8-23,INTERNATIONAL JOURNAL OF COMPUTERS &amp; TECHNOLOGY,journal-article,,0,https://doi.org/10.24297/ijct.v13i8.7072,CIRWOLRD,,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1007/978-1-4842-5349-6_14,Selected Topics in Natural Language Processing,,Hisham El-Amir; Mahmoud Hamdy,2020,Deep Learning Pipeline,book-chapter,,0,https://doi.org/10.1007/978-1-4842-5349-6_14,Apress,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.5715/jnlp.24.547,Building a Sentiment Dictionary for News Analytics using Stock Prices,,Keiichi Goshima; Hiroshi Takahashi,2017,Journal of Natural Language Processing,journal-article,,6,https://doi.org/10.5715/jnlp.24.547,Association for Natural Language Processing,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1016/j.nlp.2023.100031,Sentimental Contrastive Learning for event representation,,Yan Zhou; Xiaodong Li,2023-9,Natural Language Processing Journal,journal-article,,2,https://doi.org/10.1016/j.nlp.2023.100031,Elsevier BV,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.21275/sr23216193027,Natural Language Processing,,Stuti Patel,2023-2-5,International Journal of Science and Research (IJSR),journal-article,,0,https://doi.org/10.21275/sr23216193027,International Journal of Science and Research,,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1007/978-1-4842-3733-5,Applied Natural Language Processing with Python,,Taweh Beysolow II,2018,,book,,21,https://doi.org/10.1007/978-1-4842-3733-5,Apress,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1201/9780367808495-10,Role of Computational Intelligence in Natural Language Processing,,Bishwa Ranjan Das; Brojo Kishore Mishra,2020-11-1,Natural Language Processing in Artificial Intelligence,book-chapter,,2,https://doi.org/10.1201/9780367808495-10,Apple Academic Press,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.4324/9781315636863-15,Distributed Symbol Discovery through Symbol Recirculation: Toward Natural Language Processing in Distributed Connectionist Networks,,,2016-7-22,Connectionist Approaches to Natural Language Processing,book-chapter,,2,https://doi.org/10.4324/9781315636863-15,Routledge,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.26615/978-954-452-098-4-145,Building a Clean Bartangi Language Corpus and TrainingWord Embeddings for Low-Resource Language Modeling,,; Warda Tariq; Victor Popov; ; Vasilii Gromov; ,2025,International Conference Recent Advances in Natural Language Processing; Natural Language Processing in the Generative AI Era,proceedings-article,,0,https://doi.org/10.26615/978-954-452-098-4-145,"Incoma Ltd. Shoumen, BULGARIA",,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.5715/jnlp.20.513,Health Crisis Management and Natural Language Processing,,Takashi Okumura; Yasuhiro Kanatani,2013,Journal of Natural Language Processing,journal-article,,0,https://doi.org/10.5715/jnlp.20.513,Association for Natural Language Processing,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1016/j.nlp.2023.100020,Employing large language models in survey research,,Bernard J. Jansen; Soon-gyo Jung; Joni Salminen,2023-9,Natural Language Processing Journal,journal-article,,105,https://doi.org/10.1016/j.nlp.2023.100020,Elsevier BV,en,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.1109/ecnlpir57021.2022.00014,Machine Translation Technology Based on Natural Language Processing,,Mo Qin,2022-7,2022 European Conference on Natural Language Processing and Information Retrieval (ECNLPIR),proceedings-article,,7,https://doi.org/10.1109/ecnlpir57021.2022.00014,IEEE,,Crossref,crossref_ia_07,building maintenance natural language processing work orders
10.21203/rs.3.rs-3226303/v1,Intelligent Building Construction Cost Prediction Based on BIM and Elman Neural Network,"<jats:title>Abstract</jats:title>
        <jats:p>This paper aims to predict the construction cost more accurately to promote the digital and visual development of the design and construction process in the construction field. In this paper, an intelligent building construction cost prediction model based on BIM and Elman neural network (ENN) is constructed. In this model, firstly, BIM technology is introduced, and the BIM intelligent building model is established, including the digitalization and visualization of the information of building structure, electromechanical and pipeline. Then the data information in BIM intelligent building model is imported into ENN as input data, and the construction cost of intelligent building is predicted by optimizing the parameters of neural network. Finally, the model is evaluated experimentally. The results show that the predicted value of the construction cost of the intelligent building is highly fitted with the original information price, the root mean squared error (RMSE) is less than 75. The determination coefficient is greater than 0.95, which is clearly superior to the single ENN. The algorithm of the intelligent building construction cost prediction model has thus been found through this paper to have high accuracy and reliability, and can successfully predict the construction cost, providing strong decision support for the digital and intelligent development of construction enterprises.</jats:p>",Yanfen Zhang; Haijun Mo,2023-8-24,,posted-content,,0,https://doi.org/10.21203/rs.3.rs-3226303/v1,Research Square Platform LLC,,Crossref,crossref_ia_08,university building maintenance neural network cost prediction
10.1016/j.jobe.2024.110416,Revolutionizing semantic integration of maintenance cost prediction for building systems using artificial neural networks,,Ahmed Gouda Mohamed; Joseph Ehab Ghaly; Mohamed Marzouk,2024-11,Journal of Building Engineering,journal-article,,8,https://doi.org/10.1016/j.jobe.2024.110416,Elsevier BV,en,Crossref,crossref_ia_08,university building maintenance neural network cost prediction
10.1016/j.buildenv.2010.11.009,Cost premium prediction of certified green buildings: A neural network approach,,Omer Tatari; Murat Kucukvar,2011-5,Building and Environment,journal-article,,114,https://doi.org/10.1016/j.buildenv.2010.11.009,Elsevier BV,en,Crossref,crossref_ia_08,university building maintenance neural network cost prediction
10.61935/acetr.4.1.2024.p281,Neural network-based logistics and distribution  cost prediction of maintenance equipment,"<jats:p>Accurate prediction of maintenance equipment logistics and distribution costs can help enhance the competitiveness of enterprises. In order to obtain higher accuracy prediction results, a neural network logistics and distribution cost prediction method of maintenance equipment was proposed, based on historical data, the learning sample of maintenance equipment logistics distribution cost prediction was established through transformation technology, and the BP neural network was introduced to train the learning sample. The change characteristics of maintenance equipment logistics and distribution cost were fitted, so as to realize the cost prediction. The results show that the prediction accuracy of the BP neural network is not only more than 5% higher than that of the gray model on average, but also the prediction stability is better.</jats:p>",Shufei Hou; Bing Wang,2024-12-6,Advances in Computer and Engineering Technology Research,journal-article,,0,https://doi.org/10.61935/acetr.4.1.2024.p281,Science Research Academic Press,,Crossref,crossref_ia_08,university building maintenance neural network cost prediction
10.63721/25jsea0108,Artificial Neural Network for Green Building Cost Prediction,"<jats:p>The increased cost of production is one of the challenges to green building development. The purpose of this study was to develop a cost-predictive model to enhance decision-making for green building development among stakeholders in South-Western Nigeria. Tertiary Education Trust Fund (TETFund) projects executed from 2011 to 2018 constitute the study population. Secondary data, on design
parameters and elemental cost details, were collected for the cost-predictive model using the Artificial
Neural Network (ANN). The results showed that the ANN model predicts the cost of a green building
project with 99% accuracy. The study concludes that the Artificial Neural Network model is a veritable tool to effectively manage the cost of the TETFund green building project’s development with up
to 99% accuracy. The study recommends the ANN model for cost prediction in making an informed
decision for green building development. The institutions should use the ANN model to forecast proposed green building costs. ANN is useful for benchmarking approvals by the TETFund for green TEIs.</jats:p>",; Comfort Olubunmi Ade-Ojo,2025-10-1,Journal of Scientific Engineering Advances,journal-article,,0,https://doi.org/10.63721/25jsea0108,Way Makers LLC,,Crossref,crossref_ia_08,university building maintenance neural network cost prediction
10.1016/j.heliyon.2024.e37525,Intelligent building construction cost optimization and prediction by integrating BIM and elman neural network,,Yanfen Zhang; Haijun Mo,2024-9,Heliyon,journal-article,,24,https://doi.org/10.1016/j.heliyon.2024.e37525,Elsevier BV,en,Crossref,crossref_ia_08,university building maintenance neural network cost prediction
10.1007/978-1-4842-4421-0_6,Neural Network Prediction Outside the Training Range,,Igor Livshin,2019,Artificial Neural Networks with Java,book-chapter,,2,https://doi.org/10.1007/978-1-4842-4421-0_6,Apress,en,Crossref,crossref_ia_08,university building maintenance neural network cost prediction
10.23883/ijrter.2017.3109.xvlpb,Prediction of Cost of Quality Using Artificial Neural Network  in  Construction Projects,,,2017-4-13,International Journal of Recent Trends in Engineering and Research,journal-article,,0,https://doi.org/10.23883/ijrter.2017.3109.xvlpb,International Journal of Recent Trends in Engineering and Research,,Crossref,crossref_ia_08,university building maintenance neural network cost prediction
