id_unico,criterio_agrupamento,n_registros_agrupados,bases_origem,strings_origem,titulos_originais,ids_brutos_agrupados
REG_04055,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,Analyzing effects of transport policies on travelers' rational behaviour for modal shift in Denmark || Analyzing effects of transport policies on travelers’ rational behaviour for modal shift in Denmark,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04062|WOS::WOS_NUCLEO_01_20260708_part01.ris::00516
REG_04061,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,Assessing sustainability performance in the educational sector. A high school case study,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04068|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00571|WOS::WOS_NUCLEO_04_20260708_part01.ris::00077
REG_04064,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a3_priorizacao_estrategia_manutencao,Image-based non-destructive evaluation method for building condition assessment,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04071|SCOPUS::scopus_nucleo_a3_priorizacao_estrategia_manutencao_raw.csv::00327
REG_04068,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,A probabilistic-based approach to support the comfort performance assessment of existing buildings,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04075|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00572|WOS::WOS_NUCLEO_04_20260708_part01.ris::00398
REG_04073,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,Analysis and impact of facility management in performance of buildings,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04080|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00573|WOS::WOS_NUCLEO_04_20260708_part01.ris::00073
REG_04074,doi_e_titulo,3,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a3_priorizacao_estrategia_manutencao|scopus_nucleo_a4_gestao_ativos_ciclo_vida,BIM-based integrated management workflow design for schedule and cost planning of building fabric maintenance,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04081|SCOPUS::scopus_nucleo_a3_priorizacao_estrategia_manutencao_raw.csv::00328|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00574
REG_04080,doi_e_titulo,3,Crossref|Scopus|WoS,crossref_nucleo_a3|scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,Exploring Public-Private Partnership Scheme in Operation and Maintenance Stage of Railway Project || Exploring Public–Private Partnership Scheme in Operation and Maintenance Stage of Railway Project || Exploring public-private partnership scheme in operation and maintenance stage of Railway Project,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04087|CROSSREF::crossref_nucleo_a3_raw.csv::00066|WOS::WOS_NUCLEO_01_20260708_part01.ris::00157
REG_04093,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Assessing the annual power reliability of a residential building in relation to its ventilation system type: The case study of the off-grid container house in Shanghai.,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04100|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00575
REG_04099,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a2_contexto_publico_universitario,Assessment of the effectiveness of maintenance management systems in delivering quality maintenance services in higher institutions,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04106|SCOPUS::scopus_nucleo_a2_contexto_publico_universitario_raw.csv::00275
REG_04100,doi_e_titulo,4,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_01|wos_nucleo_04,Development of a bridge maintenance system for prestressed concrete bridges using 3D digital twin model,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04107|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00576|WOS::WOS_NUCLEO_01_20260708_part01.ris::00437|WOS::WOS_NUCLEO_04_20260708_part01.ris::00444
REG_04101,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,"Identifying and evaluating green building attributes by environment, social, and economic pillars of sustainability",SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04108|WOS::WOS_NUCLEO_01_20260708_part01.ris::00008
REG_04104,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,Site-Scale Integrated Decision Support Tool (i-DSTss) for Stormwater Management || Site-scale integrated decision support tool (i-DSTss) for stormwater management,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04111|WOS::WOS_NUCLEO_01_20260708_part01.ris::00102
REG_04115,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01|wos_nucleo_04,Sustainable building material selection: A QFD- and ELECTRE III-embedded hybrid MCGDM approach with consensus building,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04122|WOS::WOS_NUCLEO_01_20260708_part01.ris::00046|WOS::WOS_NUCLEO_04_20260708_part01.ris::00407
REG_04116,doi_e_titulo,4,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_01|wos_nucleo_04,Development of a Building Information Modeling Tool for Green Sustainable Building Design: A Review || Development of a building information modeling tool for green sustainable building design: A review,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04123|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00577|WOS::WOS_NUCLEO_01_20260708_part01.ris::00243|WOS::WOS_NUCLEO_04_20260708_part01.ris::00325
REG_04121,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,The prioritisation and satisfaction on Thai's Rating of Energy and Environmental Sustainability criteria A case study of Bangkok green condominium || The prioritisation and satisfaction on Thai’s Rating of Energy and Environmental Sustainability criteria: A case study of Bangkok green condominium,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04128|WOS::WOS_NUCLEO_01_20260708_part01.ris::00022
REG_04122,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_04,Green maintainability assessment of high-rise vertical greenery systems,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04129|WOS::WOS_NUCLEO_04_20260708_part01.ris::00439
REG_04124,doi_e_titulo,5,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a2_contexto_publico_universitario|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_02|wos_nucleo_04,The consideration of building maintenance at design stage in public buildings The current scenario in Malaysia || The consideration of building maintenance at design stage in public buildings: The current scenario in Malaysia,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04131|SCOPUS::scopus_nucleo_a2_contexto_publico_universitario_raw.csv::00276|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00578|WOS::WOS_NUCLEO_02_20260708_part01.ris::00003|WOS::WOS_NUCLEO_04_20260708_part01.ris::00241
REG_04125,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,Floor finish selection in health-care facilities: a systematic literature review,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04132|WOS::WOS_NUCLEO_01_20260708_part01.ris::00325
REG_04126,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,Early decision-making for school building renovation,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04133|WOS::WOS_NUCLEO_01_20260708_part01.ris::00496
REG_04134,doi_e_titulo,3,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a2_contexto_publico_universitario|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Life cycle cost reduction and market acceleration for new nearly zero-energy buildings,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04141|SCOPUS::scopus_nucleo_a2_contexto_publico_universitario_raw.csv::00278|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00579
REG_04136,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01|wos_nucleo_04,Developing a maintenance index framework for heritage concrete buildings,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04143|WOS::WOS_NUCLEO_01_20260708_part01.ris::00342|WOS::WOS_NUCLEO_04_20260708_part01.ris::00466
REG_04137,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,Post-occupancy evaluation: a review of literature,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04144|WOS::WOS_NUCLEO_01_20260708_part01.ris::00434
REG_04148,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,Statistical life cycle assessment of residential buildings in a temperate climate of northern part of Europe,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04155|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00580|WOS::WOS_NUCLEO_04_20260708_part01.ris::00201
REG_04151,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a2_contexto_publico_universitario|wos_nucleo_02,Extending communities of practice: a partnership model for sustainable schools,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04158|SCOPUS::scopus_nucleo_a2_contexto_publico_universitario_raw.csv::00279|WOS::WOS_NUCLEO_02_20260708_part01.ris::00397
REG_04157,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01|wos_nucleo_02,"Campus green buildings: Policy implications for the implementing, monitoring and evaluation of campus green building initiatives",SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04164|WOS::WOS_NUCLEO_01_20260708_part01.ris::00001|WOS::WOS_NUCLEO_02_20260708_part01.ris::00160
REG_04159,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,"""embodied and Operational Carbon of Typical Heating, Ventilation and Air Conditioning (HVAC) Systems in Office Buildings in Washington State: A study of buildings registered under LEED v3 2009",SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04166|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00581
REG_04163,doi_e_titulo,4,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_01|wos_nucleo_04,LCC Estimation Model: A Construction Material Perspective || LCC estimation model: A construction material perspective,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04170|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00582|WOS::WOS_NUCLEO_01_20260708_part01.ris::00168|WOS::WOS_NUCLEO_04_20260708_part01.ris::00018
REG_04164,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,Green principles for responsible battery management in mobile applications,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04171|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00583|WOS::WOS_NUCLEO_04_20260708_part01.ris::00209
REG_04169,titulo_normalizado,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a2_contexto_publico_universitario,"Barriers, challenges and opportunities for energy management program: A case study of Universiti Utara Malaysia",SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04176|SCOPUS::scopus_nucleo_a2_contexto_publico_universitario_raw.csv::00282
REG_04172,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a3_priorizacao_estrategia_manutencao,Industry 4.0 for failure information management within Proactive Maintenance,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04179|SCOPUS::scopus_nucleo_a3_priorizacao_estrategia_manutencao_raw.csv::00332
REG_04173,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Environmental consequences of refurbishment vs. demolition and reconstruction: A comparative life cycle assessment of an Italian case study,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04180|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00584
REG_04181,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a2_contexto_publico_universitario|wos_nucleo_02,Initiatives to integrate operational knowledge in design: a building client perspective,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04188|SCOPUS::scopus_nucleo_a2_contexto_publico_universitario_raw.csv::00283|WOS::WOS_NUCLEO_02_20260708_part01.ris::00233
REG_04190,doi_e_titulo,4,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_01|wos_nucleo_04,Integration of LCA and LCC analysis within a BIM-based environment,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04197|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00585|WOS::WOS_NUCLEO_01_20260708_part01.ris::00235|WOS::WOS_NUCLEO_04_20260708_part01.ris::00210
REG_04191,doi_e_titulo,8,Crossref|Scopus|WoS,crossref_nucleo_a1|crossref_nucleo_a3|scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a2_contexto_publico_universitario|scopus_nucleo_a3_priorizacao_estrategia_manutencao|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_02|wos_nucleo_03,A multi-criteria decision-making framework for selecting a suitable maintenance strategy for public buildings using sustainability criteria,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04198|SCOPUS::scopus_nucleo_a2_contexto_publico_universitario_raw.csv::00284|SCOPUS::scopus_nucleo_a3_priorizacao_estrategia_manutencao_raw.csv::00333|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00586|CROSSREF::crossref_nucleo_a1_raw.csv::00016|CROSSREF::crossref_nucleo_a3_raw.csv::00014|WOS::WOS_NUCLEO_02_20260708_part01.ris::00004|WOS::WOS_NUCLEO_03_20260708_part01.ris::00000
REG_04194,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_02,Investigating the performance of internet of things based anaerobic digestion of food waste,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04201|WOS::WOS_NUCLEO_02_20260708_part01.ris::00359
REG_04196,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Smart BIM-AM Journey to Green Buildings,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04203|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00589
REG_04197,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Possibilities of Using Modern Technologies and Creation of the Current Project Documentation Leading to the Optimal Management of the Building for Sustainable Development,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04204|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00587
REG_04201,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,The Influence of Technology Performance Durability in the Cost-Optimal Analysis of a ZEB,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04208|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00588
REG_04202,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_01,A systematic literature review of interoperability in the green Building Information Modeling lifecycle,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04209|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00590|WOS::WOS_NUCLEO_01_20260708_part01.ris::00024
REG_04203,doi_e_titulo,3,Crossref|Scopus|WoS,crossref_nucleo_a1|scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,An Integrated Computerised Maintenance Management System (I-CMMS) for IBS building maintenance,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04210|CROSSREF::crossref_nucleo_a1_raw.csv::00033|WOS::WOS_NUCLEO_01_20260708_part01.ris::00139
REG_04204,doi_e_titulo,5,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a2_contexto_publico_universitario|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_02|wos_nucleo_04,Bridging the gap between sustainable FM and sustainable buildings - an exploratory study of six public buildings in Norway || Bridging the gap between sustainable FM and sustainable buildings – an exploratory study of six public buildings in Norway,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04211|SCOPUS::scopus_nucleo_a2_contexto_publico_universitario_raw.csv::00287|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00591|WOS::WOS_NUCLEO_02_20260708_part01.ris::00086|WOS::WOS_NUCLEO_04_20260708_part01.ris::00307
REG_04205,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,Ensuring environmental performance in green leases: the role of facilities managers,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04212|WOS::WOS_NUCLEO_01_20260708_part01.ris::00415
REG_04207,titulo_normalizado,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Student energy audits of buildings can be done!,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04214|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00592
REG_04208,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,Expert System for an Optimized Asset Management in Electric Power Transmission Systems,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04215|WOS::WOS_NUCLEO_01_20260708_part01.ris::00162
REG_04212,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,Analyzing the influence factors of the carbon emissions from China's building and construction industry from 2000 to 2015,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04219|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00593|WOS::WOS_NUCLEO_04_20260708_part01.ris::00109
REG_04214,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,Preliminary Service Life Estimation Model for MEP Components Using Case-Based Reasoning and Genetic Algorithm || Preliminary service life estimation model for MEP components using case-based reasoning and genetic algorithm,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04221|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00594|WOS::WOS_NUCLEO_04_20260708_part01.ris::00267
REG_04219,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,Investment valuation model for sustainable infrastructure systems: Mezzanine debt for water projects,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04226|WOS::WOS_NUCLEO_01_20260708_part01.ris::00513
REG_04229,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_04,Greenhouse gas emission of household plastic biogas digester using life cycle assessment approach,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04236|WOS::WOS_NUCLEO_04_20260708_part01.ris::00144
REG_04231,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,An exploratory model on greenhouse- Gas emissions and costing assessment in building operation stage,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04238|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00595
REG_04232,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,Overview: the opportunity of BIM in railway,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04239|WOS::WOS_NUCLEO_01_20260708_part01.ris::00558
REG_04234,doi_e_titulo,2,Crossref|Scopus,crossref_nucleo_a1|scopus_nucleo_a1_manutencao_sustentabilidade,Review of Building Maintenance Practices and Sustainability at the Government Level || Review of building maintenance practices and sustainability at the government level,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04241|CROSSREF::crossref_nucleo_a1_raw.csv::00021
REG_04236,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_02|wos_nucleo_04,Renovation tool to improve building stock performance - Higher education context || Renovation tool to improve building stock performance — Higher education context,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04243|WOS::WOS_NUCLEO_02_20260708_part01.ris::00213|WOS::WOS_NUCLEO_04_20260708_part01.ris::00172
REG_04239,titulo_normalizado,3,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a3_priorizacao_estrategia_manutencao|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Building maintenance prioritization using programming model,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04246|SCOPUS::scopus_nucleo_a3_priorizacao_estrategia_manutencao_raw.csv::00334|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00596
REG_04253,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Shaping tomorrow’s facilities management,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04260|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00597
REG_04258,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a3_priorizacao_estrategia_manutencao,Self-learning and self-repairing technologies to establish autonomous building maintenance,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04265|SCOPUS::scopus_nucleo_a3_priorizacao_estrategia_manutencao_raw.csv::00336
REG_04261,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,Three-Dimensional Location-Based O&M Data Management System for Large Commercial Office Buildings,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04268|WOS::WOS_NUCLEO_01_20260708_part01.ris::00129
REG_04262,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a3_priorizacao_estrategia_manutencao,Risk model for energy performance contracting in correctional facilities,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04269|SCOPUS::scopus_nucleo_a3_priorizacao_estrategia_manutencao_raw.csv::00337
REG_04265,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida,Dynamic Assessment of Construction Materials in Urban Building Stocks: A Critical Review,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04272|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00598
REG_04274,doi_e_titulo,2,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|wos_nucleo_01,Sustainable Sanitation Management Tool for Decision Making in Isolated Areas in Brazil || Sustainable sanitation management tool for decision making in isolated areas in Brazil,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04281|WOS::WOS_NUCLEO_01_20260708_part01.ris::00279
REG_04278,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,LIFE CYCLE COST ANALYSIS FOR THE YAW DAMPING SYSTEM OF A WARSHIP FROM A FINANCIAL VIEWPOINT || Life cycle cost analysis for the yaw damping system of a warship from a financial viewpoint,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04285|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00599|WOS::WOS_NUCLEO_04_20260708_part01.ris::00010
REG_04282,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,Resource Use in Mariculture: A Case Study in Southeastern China || Resource use in mariculture: A case study in Southeastern China,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04289|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00601|WOS::WOS_NUCLEO_04_20260708_part01.ris::00285
REG_04283,doi_e_titulo,3,Scopus|WoS,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a4_gestao_ativos_ciclo_vida|wos_nucleo_04,Application and suitability analysis of the key technologies in nearly zero energy buildings in China,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04290|SCOPUS::scopus_nucleo_a4_gestao_ativos_ciclo_vida_raw.csv::00600|WOS::WOS_NUCLEO_04_20260708_part01.ris::00375
REG_04290,doi_e_titulo,2,Scopus,scopus_nucleo_a1_manutencao_sustentabilidade|scopus_nucleo_a2_contexto_publico_universitario,Engineering-out hazards: digitising the management working safety in confined spaces,SCOPUS::scopus_nucleo_a1_manutencao_sustentabilidade_raw.csv::04297|SCOPUS::scopus_nucleo_a2_contexto_publico_universitario_raw.csv::00292
